timestamp,ap_id,device,rssi,ground_truth
2025-11-01T13:59:37.400582,AP-101,85cbbf03c6a5,-71,17
2025-11-01T13:59:37.400582,AP-101,50b712207568,-53,17
2025-11-01T13:59:37.400582,AP-101,d896beebc215,-72,17
2025-11-01T13:59:37.400582,AP-101,802c26df638c,-68,17
2025-11-01T13:59:37.400582,AP-101,11c5869f4ad3,-65,17
2025-11-01T13:59:37.400582,AP-101,7849930e6809,-68,17
2025-11-01T13:59:37.400582,AP-101,59097f9057d2,-73,17
2025-11-01T13:59:37.400582,AP-101,3900407f9697,-67,17
2025-11-01T13:59:37.400582,AP-101,d9ab867b6690,-71,17
2025-11-01T13:59:38.400582,AP-101,7948038f32ea,-48,18
2025-11-01T13:59:38.400582,AP-101,1dee523715a2,-40,18
2025-11-01T13:59:38.400582,AP-101,01a29e94b595,-47,18
2025-11-01T13:59:38.400582,AP-101,e3aab4290777,-59,18
2025-11-01T13:59:38.400582,AP-101,4801a9a8c9a2,-44,18
2025-11-01T13:59:38.400582,AP-101,df4ed9ea149d,-53,18
2025-11-01T13:59:38.400582,AP-101,986fddf7d087,-53,18
2025-11-01T13:59:38.400582,AP-101,8affc4562719,-42,18
2025-11-01T13:59:38.400582,AP-101,561dea6a9a50,-34,18
2025-11-01T13:59:38.400582,AP-101,7de7f45436dd,-66,18
2025-11-01T13:59:38.400582,AP-101,b636b9bdca2c,-75,18
2025-11-01T13:59:38.400582,AP-101,31f79d05ef99,-70,18
2025-11-01T13:59:38.400582,AP-101,c03574612a95,-69,18
2025-11-01T13:59:38.400582,AP-101,690857be7787,-75,18
2025-11-01T13:59:38.400582,AP-101,9f63d02f1701,-61,18
2025-11-01T13:59:38.400582,AP-101,91c5186a09ca,-74,18
2025-11-01T13:59:38.400582,AP-101,f4f082edea17,-72,18
2025-11-01T13:59:38.400582,AP-101,6c0b2cbe6aa2,-64,18
2025-11-01T13:59:38.400582,AP-101,b2600b9892f0,-69,18
2025-11-01T13:59:38.400582,AP-101,753a175ca799,-71,18
2025-11-01T13:59:38.400582,AP-101,b481b5aa2ec1,-82,18
2025-11-01T13:59:38.400582,AP-101,c2b281baf9cc,-58,18
2025-11-01T13:59:39.400582,AP-103,82a4e24d83e6,-45,6
2025-11-01T13:59:39.400582,AP-103,353f8f8a43fe,-49,6
2025-11-01T13:59:39.400582,AP-103,8c78becdda30,-55,6
2025-11-01T13:59:39.400582,AP-103,8fd5ad0e8078,-65,6
2025-11-01T13:59:39.400582,AP-103,4188d1b7de3d,-68,6
2025-11-01T13:59:40.400582,AP-101,82fac17670ff,-42,5
2025-11-01T13:59:40.400582,AP-101,bb76436bfd79,-44,5
2025-11-01T13:59:40.400582,AP-101,a95c51e2e6c5,-38,5
2025-11-01T13:59:40.400582,AP-101,0a69c861cdea,-71,5
2025-11-01T13:59:40.400582,AP-101,98c2b56d9cea,-64,5
2025-11-01T13:59:40.400582,AP-101,688581919c03,-71,5
2025-11-01T13:59:41.400582,AP-103,687105b09f23,-46,9
2025-11-01T13:59:41.400582,AP-103,97e0bbe8c14c,-37,9
2025-11-01T13:59:41.400582,AP-103,47934d69e565,-42,9
2025-11-01T13:59:41.400582,AP-103,a5acd7dfa1c3,-50,9
2025-11-01T13:59:41.400582,AP-103,1de0d1948a01,-53,9
2025-11-01T13:59:41.400582,AP-103,33499b2e175c,-66,9
2025-11-01T13:59:41.400582,AP-103,3d40134755f7,-70,9
2025-11-01T13:59:41.400582,AP-103,ce4fa8744ceb,-59,9
2025-11-01T13:59:41.400582,AP-103,c2a095841d3e,-61,9
2025-11-01T13:59:41.400582,AP-103,0437bbbab2e4,-71,9
2025-11-01T13:59:41.400582,AP-103,71fc3440c121,-73,9
2025-11-01T13:59:42.400582,AP-101,c4f58b42bc15,-32,21
2025-11-01T13:59:42.400582,AP-101,2a801f041fd8,-45,21
2025-11-01T13:59:42.400582,AP-101,73485f57b4d3,-47,21
2025-11-01T13:59:42.400582,AP-101,f3b4fa8a4ec6,-40,21
2025-11-01T13:59:42.400582,AP-101,2585cd692469,-53,21
2025-11-01T13:59:42.400582,AP-101,ad124346dc7a,-38,21
2025-11-01T13:59:42.400582,AP-101,36a1aba2bbd4,-50,21
2025-11-01T13:59:42.400582,AP-101,6b9d6e8daf4a,-36,21
2025-11-01T13:59:42.400582,AP-101,4378bcba9682,-35,21
2025-11-01T13:59:42.400582,AP-101,57950d1568a6,-50,21
2025-11-01T13:59:42.400582,AP-101,ff494eb0ef2a,-36,21
2025-11-01T13:59:42.400582,AP-101,cfdf00dbb9c6,-58,21
2025-11-01T13:59:42.400582,AP-101,4c8a0e53524b,-64,21
2025-11-01T13:59:42.400582,AP-101,32190d79e78e,-66,21
2025-11-01T13:59:42.400582,AP-101,9c8e4c9dcdf5,-66,21
2025-11-01T13:59:42.400582,AP-101,62a8a34760a4,-64,21
2025-11-01T13:59:42.400582,AP-101,98b2546e437b,-71,21
2025-11-01T13:59:42.400582,AP-101,4947276a5cd8,-66,21
2025-11-01T13:59:42.400582,AP-101,dc2845dd3e0a,-68,21
2025-11-01T13:59:42.400582,AP-101,9950972ed160,-63,21
2025-11-01T13:59:42.400582,AP-101,7082ee820336,-74,21
2025-11-01T13:59:42.400582,AP-101,425a59b1e6df,-75,21
2025-11-01T13:59:43.400582,AP-102,c3644b2e2d14,-39,14
2025-11-01T13:59:43.400582,AP-102,08f3524ba484,-47,14
2025-11-01T13:59:43.400582,AP-102,31868080b2db,-39,14
2025-11-01T13:59:43.400582,AP-102,84d4e0017e36,-50,14
2025-11-01T13:59:43.400582,AP-102,3f645ce5811f,-48,14
2025-11-01T13:59:43.400582,AP-102,b88b3ccf0a35,-36,14
2025-11-01T13:59:43.400582,AP-102,56c38cb369b5,-52,14
2025-11-01T13:59:43.400582,AP-102,9914196deab5,-68,14
2025-11-01T13:59:43.400582,AP-102,c8554b9f6be4,-72,14
2025-11-01T13:59:43.400582,AP-102,e276304e17de,-74,14
2025-11-01T13:59:43.400582,AP-102,790807cc89c5,-66,14
2025-11-01T13:59:43.400582,AP-102,cffaae7019aa,-68,14
2025-11-01T13:59:43.400582,AP-102,700255fc4a6c,-73,14
2025-11-01T13:59:43.400582,AP-102,477d5ec4a84b,-73,14
2025-11-01T13:59:44.400582,AP-101,db971af0aedb,-50,10
2025-11-01T13:59:44.400582,AP-101,2a5a80e9478b,-44,10
2025-11-01T13:59:44.400582,AP-101,5306f705372d,-47,10
2025-11-01T13:59:44.400582,AP-101,b664b6c8a77b,-42,10
2025-11-01T13:59:44.400582,AP-101,916fb10f365f,-42,10
2025-11-01T13:59:44.400582,AP-101,1f6263c53fc9,-63,10
2025-11-01T13:59:44.400582,AP-101,24b45cb448c5,-65,10
2025-11-01T13:59:44.400582,AP-101,fb8ed9cd6bc0,-69,10
2025-11-01T13:59:44.400582,AP-101,79b8ceadab8a,-47,10
2025-11-01T13:59:45.400582,AP-101,01bfa3c279d3,-47,14
2025-11-01T13:59:45.400582,AP-101,1efe90b1777b,-41,14
2025-11-01T13:59:45.400582,AP-101,9d9cc028b38d,-48,14
2025-11-01T13:59:45.400582,AP-101,1a1a09473f30,-36,14
2025-11-01T13:59:45.400582,AP-101,997c433d7281,-48,14
2025-11-01T13:59:45.400582,AP-101,4e0886031958,-49,14
2025-11-01T13:59:45.400582,AP-101,c91a32c4096e,-50,14
2025-11-01T13:59:45.400582,AP-101,dea58d2b5d82,-65,14
2025-11-01T13:59:45.400582,AP-101,c8ce818041bd,-69,14
2025-11-01T13:59:45.400582,AP-101,8a1722fdd731,-65,14
2025-11-01T13:59:45.400582,AP-101,5406a19535cc,-74,14
2025-11-01T13:59:45.400582,AP-101,912d547a4dbb,-74,14
2025-11-01T13:59:45.400582,AP-101,0c82d1198d43,-59,14
2025-11-01T13:59:46.400582,AP-103,30f13aa7f2f7,-43,9
2025-11-01T13:59:46.400582,AP-103,412f018cdf00,-40,9
2025-11-01T13:59:46.400582,AP-103,e093869fac31,-42,9
2025-11-01T13:59:46.400582,AP-103,87392baf6f3a,-38,9
2025-11-01T13:59:46.400582,AP-103,3acb7c089a93,-43,9
2025-11-01T13:59:46.400582,AP-103,a84cb3082674,-79,9
2025-11-01T13:59:46.400582,AP-103,098570bd69a3,-57,9
2025-11-01T13:59:46.400582,AP-103,808c15de1d19,-79,9
2025-11-01T13:59:46.400582,AP-103,88eac41b6de0,-74,9
2025-11-01T13:59:47.400582,AP-102,6a104799c893,-51,4
2025-11-01T13:59:47.400582,AP-102,aa297dcba09f,-34,4
2025-11-01T13:59:47.400582,AP-102,ec041686767a,-64,4
2025-11-01T13:59:47.400582,AP-102,d882a71fcc46,-76,4
2025-11-01T13:59:47.400582,AP-102,215d2b3bbc9a,-62,4
2025-11-01T13:59:47.400582,AP-102,18f48affcc07,-62,4
2025-11-01T13:59:47.400582,AP-102,6a7a2fe09eaf,-76,4
2025-11-01T13:59:48.400582,AP-103,82f24126f383,-45,10
2025-11-01T13:59:48.400582,AP-103,c596a9636d1a,-42,10
2025-11-01T13:59:48.400582,AP-103,da813d0c65ff,-45,10
2025-11-01T13:59:48.400582,AP-103,78ca6a232af7,-54,10
2025-11-01T13:59:48.400582,AP-103,d7f09d300f16,-51,10
2025-11-01T13:59:48.400582,AP-103,04f5512405a6,-67,10
2025-11-01T13:59:48.400582,AP-103,22fbd222012d,-69,10
2025-11-01T13:59:48.400582,AP-103,820e4eb37214,-68,10
2025-11-01T13:59:48.400582,AP-103,1586990adfed,-61,10
2025-11-01T13:59:48.400582,AP-103,ead1058d27a5,-68,10
2025-11-01T13:59:48.400582,AP-103,3c73bd3d2b41,-65,10
2025-11-01T13:59:48.400582,AP-103,941078c6f9e5,-65,10
2025-11-01T13:59:48.400582,AP-103,b04191f7d50e,-73,10
2025-11-01T13:59:48.400582,AP-103,342fede95955,-62,10
2025-11-01T13:59:48.400582,AP-103,45fe2b2c27cd,-70,10
2025-11-01T13:59:49.400582,AP-104,8d2e0e04cc11,-43,7
2025-11-01T13:59:49.400582,AP-104,6f72e067deca,-52,7
2025-11-01T13:59:49.400582,AP-104,e0c387cf6371,-44,7
2025-11-01T13:59:49.400582,AP-104,f6fd80252705,-46,7
2025-11-01T13:59:49.400582,AP-104,1c998c702df8,-66,7
2025-11-01T13:59:50.400582,AP-101,2f437d842b66,-41,14
2025-11-01T13:59:50.400582,AP-101,2d661f654053,-41,14
2025-11-01T13:59:50.400582,AP-101,8e5c0c44426a,-27,14
2025-11-01T13:59:50.400582,AP-101,8ba936ee517e,-42,14
2025-11-01T13:59:50.400582,AP-101,fb870bc5e3b3,-36,14
2025-11-01T13:59:50.400582,AP-101,18257abc2f13,-47,14
2025-11-01T13:59:50.400582,AP-101,bfa86796ed41,-35,14
2025-11-01T13:59:50.400582,AP-101,ff1150c00ffb,-68,14
2025-11-01T13:59:50.400582,AP-101,e07e7a638774,-64,14
2025-11-01T13:59:50.400582,AP-101,f89622f4edc7,-75,14
2025-11-01T13:59:50.400582,AP-101,3792e0b3535d,-71,14
2025-11-01T13:59:50.400582,AP-101,9e64760150d9,-71,14
2025-11-01T13:59:50.400582,AP-101,0dac395fabbc,-72,14
2025-11-01T13:59:50.400582,AP-101,a14491e7072d,-62,14
2025-11-01T13:59:51.400582,AP-102,9c02a891f2c6,-39,14
2025-11-01T13:59:51.400582,AP-102,c29992cdce17,-50,14
2025-11-01T13:59:51.400582,AP-102,9cd46d139c45,-57,14
2025-11-01T13:59:51.400582,AP-102,9cc140914dfc,-54,14
2025-11-01T13:59:51.400582,AP-102,f7653c3512dd,-48,14
2025-11-01T13:59:51.400582,AP-102,5ca3c957a958,-50,14
2025-11-01T13:59:51.400582,AP-102,b7b6585411af,-47,14
2025-11-01T13:59:51.400582,AP-102,6f3b0dd99c47,-68,14
2025-11-01T13:59:51.400582,AP-102,d3027c1c2aa4,-77,14
2025-11-01T13:59:51.400582,AP-102,bb39444e133a,-63,14
2025-11-01T13:59:51.400582,AP-102,dd50a8529225,-77,14
2025-11-01T13:59:51.400582,AP-102,4f4ea30360a2,-64,14
2025-11-01T13:59:51.400582,AP-102,aa265102f183,-64,14
2025-11-01T13:59:51.400582,AP-102,cf7d9168caff,-68,14
2025-11-01T13:59:51.400582,AP-102,ce612ea34f41,-60,14
2025-11-01T13:59:51.400582,AP-102,8e84bb43266a,-71,14
2025-11-01T13:59:51.400582,AP-102,166595cf0555,-85,14
2025-11-01T13:59:51.400582,AP-102,14e85564640f,-67,14
2025-11-01T13:59:51.400582,AP-102,70ce19c1b48a,-72,14
2025-11-01T13:59:52.400582,AP-103,982cd408fec8,-47,14
2025-11-01T13:59:52.400582,AP-103,106e8ee90124,-51,14
2025-11-01T13:59:52.400582,AP-103,b9282cbf3d5a,-47,14
2025-11-01T13:59:52.400582,AP-103,895300fda367,-49,14
2025-11-01T13:59:52.400582,AP-103,db7c4d54eb49,-47,14
2025-11-01T13:59:52.400582,AP-103,900c9da75bea,-36,14
2025-11-01T13:59:52.400582,AP-103,3f58d6f276a2,-42,14
2025-11-01T13:59:52.400582,AP-103,77921992432a,-62,14
2025-11-01T13:59:52.400582,AP-103,f893f8982496,-81,14
2025-11-01T13:59:52.400582,AP-103,13f65e77f3ef,-72,14
2025-11-01T13:59:52.400582,AP-103,5a8fb4ce7b7e,-71,14
2025-11-01T13:59:52.400582,AP-103,886178d6470b,-69,14
2025-11-01T13:59:52.400582,AP-103,3f2faed88dce,-73,14
2025-11-01T13:59:52.400582,AP-103,2d95267ef162,-71,14
2025-11-01T13:59:53.400582,AP-104,2d8948800055,-39,1
2025-11-01T13:59:53.400582,AP-104,7416ea05fe76,-75,1
2025-11-01T13:59:53.400582,AP-104,cc1904f2e747,-68,1
2025-11-01T13:59:53.400582,AP-104,90d84980aba8,-65,1
2025-11-01T13:59:53.400582,AP-104,62ae03315b2d,-65,1
2025-11-01T13:59:53.400582,AP-104,0a14effd167a,-63,1
2025-11-01T13:59:54.400582,AP-104,88d997366634,-50,14
2025-11-01T13:59:54.400582,AP-104,305cb2968509,-39,14
2025-11-01T13:59:54.400582,AP-104,cdcb99ad18dd,-43,14
2025-11-01T13:59:54.400582,AP-104,c9230b10be38,-54,14
2025-11-01T13:59:54.400582,AP-104,274485143bc1,-40,14
2025-11-01T13:59:54.400582,AP-104,a9cff4396959,-43,14
2025-11-01T13:59:54.400582,AP-104,f1b56537046f,-54,14
2025-11-01T13:59:54.400582,AP-104,82dbf5f0c898,-74,14
2025-11-01T13:59:54.400582,AP-104,bf9b0fe7247f,-69,14
2025-11-01T13:59:54.400582,AP-104,0078a1a844a5,-55,14
2025-11-01T13:59:54.400582,AP-104,477341ee3593,-82,14
2025-11-01T13:59:54.400582,AP-104,c1039c354d36,-70,14
2025-11-01T13:59:54.400582,AP-104,5b950ffc81f6,-75,14
2025-11-01T13:59:54.400582,AP-104,c68f21d10e15,-76,14
2025-11-01T13:59:54.400582,AP-104,e106da607310,-69,14
2025-11-01T13:59:54.400582,AP-104,4886d456e9a3,-78,14
2025-11-01T13:59:54.400582,AP-104,1f4868b64d09,-85,14
2025-11-01T13:59:54.400582,AP-104,bd352dd14eef,-72,14
2025-11-01T13:59:55.400582,AP-101,f1e62851bab4,-56,16
2025-11-01T13:59:55.400582,AP-101,38ff3688e199,-40,16
2025-11-01T13:59:55.400582,AP-101,fbb18912eaa9,-38,16
2025-11-01T13:59:55.400582,AP-101,bab113aa73c4,-44,16
2025-11-01T13:59:55.400582,AP-101,7c8855752f05,-46,16
2025-11-01T13:59:55.400582,AP-101,9f807727ce4b,-43,16
2025-11-01T13:59:55.400582,AP-101,b0070b9b9680,-44,16
2025-11-01T13:59:55.400582,AP-101,31dc1d742bf4,-58,16
2025-11-01T13:59:55.400582,AP-101,8831cf3d1205,-73,16
2025-11-01T13:59:55.400582,AP-101,bb1ca5fb957f,-69,16
2025-11-01T13:59:55.400582,AP-101,5f751cb04c30,-77,16
2025-11-01T13:59:55.400582,AP-101,5ae9762cfcb5,-65,16
2025-11-01T13:59:55.400582,AP-101,bc4eb85b0f98,-71,16
2025-11-01T13:59:55.400582,AP-101,bb0c2865382d,-61,16
2025-11-01T13:59:55.400582,AP-101,5c9224577d61,-66,16
2025-11-01T13:59:55.400582,AP-101,24b9ce2cd756,-71,16
2025-11-01T13:59:55.400582,AP-101,a62bc5655c60,-73,16
2025-11-01T13:59:55.400582,AP-101,929ccf2f7ea1,-65,16
2025-11-01T13:59:55.400582,AP-101,b77a26f5a1e7,-68,16
2025-11-01T13:59:55.400582,AP-101,519fc4cd22ae,-79,16
2025-11-01T13:59:56.400582,AP-101,657f7f85433e,-43,14
2025-11-01T13:59:56.400582,AP-101,9e4be018557e,-49,14
2025-11-01T13:59:56.400582,AP-101,b27126cd5f35,-40,14
2025-11-01T13:59:56.400582,AP-101,090f80c306ac,-48,14
2025-11-01T13:59:56.400582,AP-101,87d05da8491e,-47,14
2025-11-01T13:59:56.400582,AP-101,e76f5fa3d5df,-40,14
2025-11-01T13:59:56.400582,AP-101,f6f03675a769,-50,14
2025-11-01T13:59:56.400582,AP-101,d75598ae10a8,-74,14
2025-11-01T13:59:56.400582,AP-101,7aea6615eaca,-71,14
2025-11-01T13:59:56.400582,AP-101,621ae87f1fe4,-74,14
2025-11-01T13:59:56.400582,AP-101,c9b4ee363475,-66,14
2025-11-01T13:59:56.400582,AP-101,a4aa8f506c1a,-61,14
2025-11-01T13:59:56.400582,AP-101,42d18825ffe7,-71,14
2025-11-01T13:59:56.400582,AP-101,07c8fbc02fb2,-65,14
2025-11-01T13:59:56.400582,AP-101,f402c31fdd13,-73,14
2025-11-01T13:59:56.400582,AP-101,9b4736c2ee0b,-65,14
2025-11-01T13:59:56.400582,AP-101,c67e2b08ba02,-59,14
2025-11-01T13:59:57.400582,AP-101,3e1fe8542e1b,-39,3
2025-11-01T13:59:57.400582,AP-101,58b34724c2d8,-37,3
2025-11-01T13:59:58.400582,AP-102,e59618fc28bb,-50,7
2025-11-01T13:59:58.400582,AP-102,cc26440ee749,-43,7
2025-11-01T13:59:58.400582,AP-102,e8a3704963ca,-52,7
2025-11-01T13:59:58.400582,AP-102,f698817b735e,-54,7
2025-11-01T13:59:59.400582,AP-102,a7080ba228e9,-55,8
2025-11-01T13:59:59.400582,AP-102,0a0ca01000f0,-41,8
2025-11-01T13:59:59.400582,AP-102,464a606f58fc,-38,8
2025-11-01T13:59:59.400582,AP-102,7d15b5eddc8c,-39,8
2025-11-01T13:59:59.400582,AP-102,5cc38ab6b73e,-64,8
2025-11-01T13:59:59.400582,AP-102,84526c6907be,-67,8
2025-11-01T13:59:59.400582,AP-102,e8584ea90679,-66,8
2025-11-01T14:00:00.400582,AP-101,2854c23cc8a9,-44,7
2025-11-01T14:00:00.400582,AP-101,e7c1ec1794f4,-48,7
2025-11-01T14:00:00.400582,AP-101,5c3f0b035cb4,-40,7
2025-11-01T14:00:00.400582,AP-101,e793bb87cfa2,-43,7
2025-11-01T14:00:00.400582,AP-101,5377559ec390,-67,7
2025-11-01T14:00:00.400582,AP-101,70863db7a35a,-66,7
2025-11-01T14:00:01.400582,AP-102,ca165ddb376a,-45,3
2025-11-01T14:00:02.400582,AP-103,245e43df453c,-52,6
2025-11-01T14:00:02.400582,AP-103,35d0e8f249b1,-50,6
2025-11-01T14:00:02.400582,AP-103,18add83bbe89,-44,6
2025-11-01T14:00:02.400582,AP-103,c61725ea76c9,-61,6
2025-11-01T14:00:02.400582,AP-103,581d0da20397,-79,6
2025-11-01T14:00:02.400582,AP-103,60a3135dce6b,-65,6
2025-11-01T14:00:02.400582,AP-103,a26173be2f3b,-71,6
2025-11-01T14:00:02.400582,AP-103,8d0f299d0b6b,-67,6
2025-11-01T14:00:03.400582,AP-102,01d6c92c76b6,-40,8
2025-11-01T14:00:03.400582,AP-102,489fbe0a997b,-43,8
2025-11-01T14:00:03.400582,AP-102,79a74884d8f2,-42,8
2025-11-01T14:00:03.400582,AP-102,d1e8700f9c70,-40,8
2025-11-01T14:00:03.400582,AP-102,e9d640ca548b,-64,8
2025-11-01T14:00:03.400582,AP-102,999a032b90a3,-68,8
2025-11-01T14:00:03.400582,AP-102,c997667af27a,-70,8
2025-11-01T14:00:03.400582,AP-102,34ff5f3e181f,-58,8
2025-11-01T14:00:03.400582,AP-102,d37f12745d0f,-87,8
2025-11-01T14:00:03.400582,AP-102,61398ef30a6f,-63,8
2025-11-01T14:00:03.400582,AP-102,230a5675d2de,-65,8
2025-11-01T14:00:03.400582,AP-102,ee338b29f84f,-77,8
2025-11-01T14:00:03.400582,AP-102,49831d89dad2,-68,8
2025-11-01T14:00:04.400582,AP-103,5131a28e09a8,-39,8
2025-11-01T14:00:04.400582,AP-103,fa9dd09c24f9,-42,8
2025-11-01T14:00:04.400582,AP-103,8dacbe71d652,-32,8
2025-11-01T14:00:04.400582,AP-103,62d08e811c4c,-39,8
2025-11-01T14:00:04.400582,AP-103,c7ff1d56aa33,-79,8
2025-11-01T14:00:04.400582,AP-103,97eff088faf4,-56,8
2025-11-01T14:00:04.400582,AP-103,f19056bd93d6,-78,8
2025-11-01T14:00:05.400582,AP-104,16e11a6daa0b,-44,17
2025-11-01T14:00:05.400582,AP-104,047c8334cec2,-40,17
2025-11-01T14:00:05.400582,AP-104,08486d7ddb3b,-36,17
2025-11-01T14:00:05.400582,AP-104,d8fb8556026f,-50,17
2025-11-01T14:00:05.400582,AP-104,d7b9baf5565c,-47,17
2025-11-01T14:00:05.400582,AP-104,70de912747b8,-52,17
2025-11-01T14:00:05.400582,AP-104,3b22fe545616,-43,17
2025-11-01T14:00:05.400582,AP-104,faa8733c91cd,-39,17
2025-11-01T14:00:05.400582,AP-104,8eeeb4e551e3,-48,17
2025-11-01T14:00:05.400582,AP-104,1552496c8606,-71,17
2025-11-01T14:00:05.400582,AP-104,6601898b6c5c,-69,17
2025-11-01T14:00:05.400582,AP-104,f5547291eaa2,-76,17
2025-11-01T14:00:05.400582,AP-104,82d880cedfdd,-73,17
2025-11-01T14:00:05.400582,AP-104,8cf1761302bb,-75,17
2025-11-01T14:00:06.400582,AP-104,eca07b59a135,-36,10
2025-11-01T14:00:06.400582,AP-104,5695d5b2ada1,-44,10
2025-11-01T14:00:06.400582,AP-104,ac638bffb716,-48,10
2025-11-01T14:00:06.400582,AP-104,9247577ba9b2,-59,10
2025-11-01T14:00:06.400582,AP-104,1058a1fb04a5,-49,10
2025-11-01T14:00:06.400582,AP-104,6b2bd3eb3b6d,-87,10
2025-11-01T14:00:06.400582,AP-104,5c048822ee47,-74,10
2025-11-01T14:00:07.400582,AP-104,f5f743281476,-39,9
2025-11-01T14:00:07.400582,AP-104,c79437d852fd,-45,9
2025-11-01T14:00:07.400582,AP-104,269d88ab8d46,-44,9
2025-11-01T14:00:07.400582,AP-104,0ff27ebb270c,-37,9
2025-11-01T14:00:07.400582,AP-104,0cea4c84feef,-33,9
2025-11-01T14:00:07.400582,AP-104,ed79274a2a0f,-62,9
2025-11-01T14:00:07.400582,AP-104,6df80d43ee47,-74,9
2025-11-01T14:00:07.400582,AP-104,6ed5e178cd86,-70,9
2025-11-01T14:00:07.400582,AP-104,8f3245374417,-76,9
2025-11-01T14:00:07.400582,AP-104,9d72e9788880,-66,9
2025-11-01T14:00:07.400582,AP-104,53612c358485,-73,9
2025-11-01T14:00:08.400582,AP-101,e1113a65c064,-31,11
2025-11-01T14:00:08.400582,AP-101,59d99668b8d3,-46,11
2025-11-01T14:00:08.400582,AP-101,9e0b648e1133,-48,11
2025-11-01T14:00:08.400582,AP-101,499ffe81c8c1,-45,11
2025-11-01T14:00:08.400582,AP-101,d178105d9fd1,-32,11
2025-11-01T14:00:08.400582,AP-101,98f05234ad51,-47,11
2025-11-01T14:00:08.400582,AP-101,bf09f2429aad,-63,11
2025-11-01T14:00:08.400582,AP-101,d6b96a8f137f,-72,11
2025-11-01T14:00:09.400582,AP-103,bde4956e9b2c,-45,7
2025-11-01T14:00:09.400582,AP-103,0c7ebb2d5264,-48,7
2025-11-01T14:00:09.400582,AP-103,d87879031e45,-41,7
2025-11-01T14:00:09.400582,AP-103,077b61e4c5e9,-50,7
